date,market,department,sales,gross,labor
2025-01-24,m4,deli,2727.84,1212.66,482.79
2025-01-24,m4,bakery,1900.17,955.58,300.08
2025-01-24,m4,grocery,10185.71,2307.47,603.45
2025-01-24,m4,dairy,3220.69,766.44,157.02
2025-01-24,m4,frozen,2530.61,700.41,125.55
2025-01-24,m4,floral,722.96,351.75,98.23
2025-01-24,m4,hba,1690.07,645.68,115.17
2025-01-24,m5,produce,6191.67,2186.66,715.5
2025-01-24,m5,meat,6627.96,1828.64,731.1
2025-01-24,m5,seafood,2140.04,661.07,260.13
2025-01-24,m5,deli,3641.0,1591.24,665.33
2025-01-24,m5,bakery,2500.38,1241.21,401.57
2025-01-24,m5,grocery,13273.11,2859.31,808.82
2025-01-24,m5,dairy,4257.03,1009.5,215.6
2025-01-24,m5,frozen,3340.52,889.49,168.44
2025-01-24,m5,floral,971.95,475.79,131.77
2025-01-24,m5,hba,2290.24,850.33,155.37
2025-01-24,m6,produce,6662.86,2289.84,780.34
2025-01-24,m6,meat,6892.49,1932.58,740.08
2025-01-24,m6,seafood,2527.52,748.95,292.13
2025-01-24,m6,deli,3961.96,1751.61,737.86
2025-01-24,m6,bakery,2739.56,1328.91,444.35
2025-01-24,m6,grocery,15306.38,3435.13,930.8
2025-01-24,m6,dairy,4481.65,1049.14,224.29
2025-01-24,m6,frozen,3714.34,978.88,182.09
2025-01-24,m6,floral,1084.74,535.94,149.39
2025-01-24,m6,hba,2468.28,915.42,168.28
2025-01-25,m1,produce,8664.48,2994.46,1064.82
2025-01-25,m1,meat,8796.93,2498.39,936.31
2025-01-25,m1,seafood,3025.1,882.8,373.23
2025-01-25,m1,deli,4795.41,2115.27,853.34
2025-01-25,m1,bakery,3868.38,1948.33,637.68
2025-01-25,m1,grocery,16124.86,3614.51,942.95
2025-01-25,m1,dairy,5255.46,1296.3,257.98
2025-01-25,m1,frozen,4275.71,1178.73,218.91
2025-01-25,m1,floral,1316.86,643.35,178.65
2025-01-25,m1,hba,2886.54,1067.84,209.21
2025-01-25,m2,produce,7457.42,2596.95,901.39
2025-01-25,m2,meat,7850.44,2221.65,841.53
2025-01-25,m2,seafood,2476.47,736.64,285.97
2025-01-25,m2,deli,4084.57,1875.39,763.07
2025-01-25,m2,bakery,3186.53,1633.45,494.06
2025-01-25,m2,grocery,14160.96,3030.54,833.45
2025-01-25,m2,dairy,4428.09,1075.79,224.56
2025-01-25,m2,frozen,3774.72,1023.86,189.72
2025-01-25,m2,floral,1155.62,560.35,159.69
2025-01-25,m2,hba,2411.91,927.56,163.37
2025-01-25,m3,produce,10614.13,3658.9,1257.98
2025-01-25,m3,meat,10491.32,2917.28,1185.35
2025-01-25,m3,seafood,3411.09,1053.28,394.74
2025-01-25,m3,deli,5503.9,2425.77,1018.35
2025-01-25,m3,bakery,4634.04,2368.38,716.23
2025-01-25,m3,grocery,19314.29,4183.08,1202.44
2025-01-25,m3,dairy,5829.87,1375.89,294.84
2025-01-25,m3,frozen,4925.8,1308.82,245.48
2025-01-25,m3,floral,1537.13,735.52,221.34
2025-01-25,m3,hba,3238.42,1202.45,226.64
2025-01-25,m4,produce,6455.47,2205.55,769.22
2025-01-25,m4,meat,6311.24,1714.15,671.52
2025-01-25,m4,seafood,2085.78,630.2,246.38
2025-01-25,m4,deli,3305.59,1461.35,603.17
2025-01-25,m4,bakery,2847.55,1412.1,439.36
2025-01-25,m4,grocery,11440.33,2509.99,689.72
2025-01-25,m4,dairy,3760.19,900.99,190.37
2025-01-25,m4,frozen,3092.97,815.76,157.86
2025-01-25,m4,floral,883.01,419.81,126.88
2025-01-25,m4,hba,2073.74,778.19,145.42
2025-01-25,m5,produce,8803.04,2997.09,1027.98
2025-01-25,m5,meat,8210.38,2328.82,919.15
2025-01-25,m5,seafood,2691.4,812.79,314.9
2025-01-25,m5,deli,4675.26,2090.35,838.66
2025-01-25,m5,bakery,3802.07,1925.76,589.24
2025-01-25,m5,grocery,15832.04,3572.21,975.57
2025-01-25,m5,dairy,5087.51,1240.94,253.37
2025-01-25,m5,frozen,4173.99,1157.82,202.6
2025-01-25,m5,floral,1232.52,592.69,166.32
2025-01-25,m5,hba,2806.53,1088.16,196.19
2025-01-25,m6,produce,9544.88,3425.13,1115.81
2025-01-25,m6,meat,9487.02,2693.1,1012.55
2025-01-25,m6,seafood,3061.54,924.0,378.63
2025-01-25,m6,deli,4956.29,2214.9,926.35
2025-01-25,m6,bakery,4257.25,2162.14,668.82
2025-01-25,m6,grocery,18467.75,4177.6,1103.88
2025-01-25,m6,dairy,5369.19,1281.86,272.76
2025-01-25,m6,frozen,4654.22,1241.48,236.46
2025-01-25,m6,floral,1411.56,686.16,204.5
2025-01-25,m6,hba,3011.96,1124.01,212.93
2025-01-26,m1,produce,7275.75,2522.88,885.13
2025-01-26,m1,meat,6655.75,1880.39,758.98
2025-01-26,m1,seafood,1888.07,573.02,223.35
2025-01-26,m1,deli,3629.5,1618.79,652.28
2025-01-26,m1,bakery,3385.56,1709.76,538.11
2025-01-26,m1,grocery,15311.75,3437.58,902.97
2025-01-26,m1,dairy,4882.2,1193.4,244.55
2025-01-26,m1,frozen,3295.85,870.94,167.04
2025-01-26,m1,floral,915.35,445.96,124.67
2025-01-26,m1,hba,2462.75,921.84,177.07
2025-01-26,m2,produce,6437.07,2225.28,788.12
2025-01-26,m2,meat,5145.14,1467.78,547.97
2025-01-26,m2,seafood,1663.28,506.15,205.42
2025-01-26,m2,deli,3286.25,1484.25,579.11
2025-01-26,m2,bakery,2938.78,1495.74,462.22
2025-01-26,m2,grocery,12909.1,2912.67,767.58
2025-01-26,m2,dairy,4193.75,1035.23,206.54
2025-01-26,m2,frozen,2956.43,774.91,144.88
2025-01-26,m2,floral,811.79,396.23,117.02
2025-01-26,m2,hba,2209.56,860.36,157.2
2025-01-26,m3,produce,8672.25,3081.75,1044.55
2025-01-26,m3,meat,7378.11,2100.1,841.74
2025-01-26,m3,seafood,2125.76,625.39,258.82
2025-01-26,m3,deli,4204.99,1855.21,757.74
2025-01-26,m3,bakery,3818.61,1901.12,613.74
2025-01-26,m3,grocery,16546.97,3658.68,973.36
2025-01-26,m3,dairy,5334.15,1296.3,259.34
2025-01-26,m3,frozen,3841.33,1026.12,185.17
2025-01-26,m3,floral,1132.14,547.2,160.55
2025-01-26,m3,hba,2891.18,1103.44,200.08
2025-01-26,m4,produce,5349.72,1851.94,627.58
2025-01-26,m4,meat,4304.54,1174.04,473.69
2025-01-26,m4,seafood,1310.03,393.88,152.07
2025-01-26,m4,deli,2568.6,1135.99,456.13
2025-01-26,m4,bakery,2320.51,1140.66,378.79
2025-01-26,m4,grocery,10490.88,2376.77,645.75
2025-01-26,m4,dairy,3461.75,806.33,175.43
2025-01-26,m4,frozen,2408.92,666.19,121.54
2025-01-26,m4,floral,668.57,329.75,94.97
2025-01-26,m4,hba,1729.97,673.79,125.41
2025-01-26,m5,produce,6979.24,2448.63,822.96
2025-01-26,m5,meat,6280.73,1792.59,683.97
2025-01-26,m5,seafood,1847.26,552.37,213.58
2025-01-26,m5,deli,3728.76,1646.98,671.92
2025-01-26,m5,bakery,3336.87,1635.14,553.39
2025-01-26,m5,grocery,14248.23,3041.95,825.18
2025-01-26,m5,dairy,4558.77,1112.06,234.59
2025-01-26,m5,frozen,3262.19,859.86,163.6
2025-01-26,m5,floral,914.66,451.58,130.87
2025-01-26,m5,hba,2425.66,946.07,173.15
2025-01-26,m6,produce,7532.78,2630.02,891.76
2025-01-26,m6,meat,6392.57,1742.05,719.73
2025-01-26,m6,seafood,1993.21,600.65,233.97
2025-01-26,m6,deli,3867.74,1728.79,703.45
2025-01-26,m6,bakery,3506.26,1702.31,568.78
2025-01-26,m6,grocery,15743.12,3492.87,953.53
2025-01-26,m6,dairy,5081.06,1225.72,258.14
2025-01-26,m6,frozen,3477.84,963.13,168.41
2025-01-26,m6,floral,1019.28,483.42,137.98
2025-01-26,m6,hba,2712.36,1026.84,188.27
2025-01-27,m1,produce,4696.86,1647.2,547.23
2025-01-27,m1,meat,3831.07,1091.85,422.96
2025-01-27,m1,seafood,1023.54,300.5,124.57
2025-01-27,m1,deli,3057.13,1400.06,560.38
2025-01-27,m1,bakery,1992.58,1023.16,320.18
2025-01-27,m1,grocery,12657.51,2721.7,729.38
2025-01-27,m1,dairy,4013.64,965.42,207.86
2025-01-27,m1,frozen,2638.36,722.97,136.18
2025-01-27,m1,floral,602.02,287.46,85.27
2025-01-27,m1,hba,2122.78,790.25,145.28
2025-01-27,m2,produce,4136.73,1421.3,483.75
2025-01-27,m2,meat,3390.95,969.53,383.49
2025-01-27,m2,seafood,867.7,268.03,103.8
2025-01-27,m2,deli,2507.61,1114.25,435.75
2025-01-27,m2,bakery,1646.53,834.41,263.18
2025-01-27,m2,grocery,10518.97,2262.55,638.99
2025-01-27,m2,dairy,3243.79,784.09,167.38
2025-01-27,m2,frozen,2245.6,604.52,113.33
2025-01-27,m2,floral,509.73,245.91,71.74
2025-01-27,m2,hba,1777.68,668.07,123.72
2025-01-27,m3,produce,5147.31,1774.12,603.92
2025-01-27,m3,meat,4561.1,1272.21,515.37
2025-01-27,m3,seafood,1084.14,329.79,134.03
2025-01-27,m3,deli,3363.34,1500.67,595.98
2025-01-27,m3,bakery,2332.91,1143.76,376.45
2025-01-27,m3,grocery,14971.21,3364.56,872.4
2025-01-27,m3,dairy,4589.16,1085.75,236.55
2025-01-27,m3,frozen,2963.49,779.76,142.47
2025-01-27,m3,floral,703.81,328.33,99.18
2025-01-27,m3,hba,2415.0,922.66,174.55
2025-01-27,m4,produce,3313.38,1162.71,413.47
2025-01-27,m4,meat,2703.74,769.55,294.22
2025-01-27,m4,seafood,666.01,203.07,81.41
2025-01-27,m4,deli,2011.93,903.45,362.45
2025-01-27,m4,bakery,1398.15,699.17,226.62
2025-01-27,m4,grocery,9118.37,2042.94,552.09
2025-01-27,m4,dairy,2689.67,646.07,133.9
2025-01-27,m4,frozen,1823.2,505.52,92.32
2025-01-27,m4,floral,448.12,218.14,62.65
2025-01-27,m4,hba,1463.13,546.61,102.32
2025-01-27,m5,produce,4278.09,1485.6,494.59
2025-01-27,m5,meat,3571.73,1024.55,388.53
2025-01-27,m5,seafood,926.77,277.27,107.18
2025-01-27,m5,deli,2922.79,1301.37,534.68
2025-01-27,m5,bakery,1921.38,979.69,315.66
2025-01-27,m5,grocery,11675.74,2575.5,682.27
2025-01-27,m5,dairy,3834.49,912.84,194.08
2025-01-27,m5,frozen,2642.13,714.09,130.8
2025-01-27,m5,floral,604.65,290.52,83.66
2025-01-27,m5,hba,2088.17,792.88,145.96
2025-01-27,m6,produce,4996.09,1748.82,582.21
2025-01-27,m6,meat,3930.96,1072.74,437.37
2025-01-27,m6,seafood,997.8,293.72,118.42
2025-01-27,m6,deli,3149.3,1384.73,554.65
2025-01-27,m6,bakery,2185.04,1106.96,349.09
2025-01-27,m6,grocery,13189.6,2851.34,769.93
2025-01-27,m6,dairy,4313.13,1005.49,207.77
2025-01-27,m6,frozen,2846.23,752.86,143.79
2025-01-27,m6,floral,612.56,295.3,82.71
2025-01-27,m6,hba,2172.31,809.63,157.64
2025-01-28,m1,produce,4323.54,1519.01,498.84
2025-01-28,m1,meat,3562.49,1007.18,385.09
2025-01-28,m1,seafood,937.98,280.54,116.99
2025-01-28,m1,deli,2789.76,1230.58,515.43
2025-01-28,m1,bakery,1853.22,942.99,304.12
2025-01-28,m1,grocery,11250.22,2498.76,662.3
2025-01-28,m1,dairy,3751.7,891.91,186.89
2025-01-28,m1,frozen,2489.02,661.14,123.31
2025-01-28,m1,floral,528.87,249.32,76.17
2025-01-28,m1,hba,1957.88,740.42,133.21
2025-01-28,m2,produce,3491.95,1220.41,422.88
2025-01-28,m2,meat,2826.48,804.89,311.0
2025-01-28,m2,seafood,799.93,239.72,93.15
2025-01-28,m2,deli,2310.95,1060.36,429.18
2025-01-28,m2,bakery,1602.38,808.36,256.83
2025-01-28,m2,grocery,9748.86,2086.0,586.33
2025-01-28,m2,dairy,3034.64,741.52,155.25
2025-01-28,m2,frozen,2071.77,562.37,105.59
2025-01-28,m2,floral,480.09,233.16,65.05
2025-01-28,m2,hba,1602.57,608.14,109.78
2025-01-28,m3,produce,5099.92,1761.76,630.44
2025-01-28,m3,meat,3972.23,1091.47,444.26
2025-01-28,m3,seafood,1157.86,348.98,134.7
2025-01-28,m3,deli,2942.05,1336.2,537.52
2025-01-28,m3,bakery,2071.08,1026.98,322.22
2025-01-28,m3,grocery,13565.4,2940.27,837.04
2025-01-28,m3,dairy,4187.59,996.92,205.62
2025-01-28,m3,frozen,2887.91,791.66,143.39
2025-01-28,m3,floral,650.94,312.12,90.19
2025-01-28,m3,hba,2262.94,847.21,155.96
2025-01-28,m4,produce,2950.06,1045.25,360.68
2025-01-28,m4,meat,2526.8,714.27,283.46
2025-01-28,m4,seafood,681.3,206.84,79.54
2025-01-28,m4,deli,1829.86,818.52,325.12
2025-01-28,m4,bakery,1290.8,653.03,209.94
2025-01-28,m4,grocery,7857.96,1776.94,452.82
2025-01-28,m4,dairy,2463.57,578.67,127.38
2025-01-28,m4,frozen,1715.51,451.07,83.87
2025-01-28,m4,floral,369.11,172.26,51.2
2025-01-28,m4,hba,1436.29,549.52,100.71
2025-01-28,m5,produce,4153.01,1462.06,516.13
2025-01-28,m5,meat,3417.71,965.01,374.11
2025-01-28,m5,seafood,901.86,273.1,110.85
2025-01-28,m5,deli,2501.67,1094.25,453.88
2025-01-28,m5,bakery,1745.74,858.82,271.93
2025-01-28,m5,grocery,10526.74,2279.65,606.35
2025-01-28,m5,dairy,3366.55,832.06,172.09
2025-01-28,m5,frozen,2308.92,619.49,116.24
2025-01-28,m5,floral,523.82,255.01,70.8
2025-01-28,m5,hba,1782.98,668.77,128.1
2025-01-28,m6,produce,4681.6,1623.63,582.61
2025-01-28,m6,meat,3578.45,1008.36,384.01
2025-01-28,m6,seafood,1071.59,322.92,126.13
2025-01-28,m6,deli,2799.22,1229.91,486.62
2025-01-28,m6,bakery,1886.82,968.71,309.21
2025-01-28,m6,grocery,12758.09,2870.12,784.66
2025-01-28,m6,dairy,3881.76,942.48,201.32
2025-01-28,m6,frozen,2606.37,715.12,133.0
2025-01-28,m6,floral,604.59,289.49,84.38
2025-01-28,m6,hba,2072.72,765.3,140.64
2025-01-29,m1,produce,4505.46,1589.56,562.03
2025-01-29,m1,meat,3941.81,1085.82,427.21
2025-01-29,m1,seafood,1278.85,384.04,147.44
2025-01-29,m1,deli,3033.06,1344.26,528.17
2025-01-29,m1,bakery,2053.24,1046.4,317.38
2025-01-29,m1,grocery,13131.24,2884.81,778.64
2025-01-29,m1,dairy,4131.97,977.93,213.99
2025-01-29,m1,frozen,2740.19,758.05,137.0
2025-01-29,m1,floral,652.52,317.64,94.08
2025-01-29,m1,hba,2057.95,768.07,141.17
2025-01-29,m2,produce,4050.21,1388.31,470.73
2025-01-29,m2,meat,3430.63,970.71,382.3
2025-01-29,m2,seafood,1051.51,320.45,126.6
2025-01-29,m2,deli,2381.0,1070.31,432.72
2025-01-29,m2,bakery,1714.15,882.03,282.97
2025-01-29,m2,grocery,11094.54,2439.45,691.47
2025-01-29,m2,dairy,3519.5,833.54,172.06
2025-01-29,m2,frozen,2304.82,605.65,118.0
2025-01-29,m2,floral,570.58,274.55,79.9
2025-01-29,m2,hba,1782.95,685.09,121.56
2025-01-29,m3,produce,5673.52,2009.35,678.65
2025-01-29,m3,meat,4538.56,1233.57,487.69
2025-01-29,m3,seafood,1418.01,420.95,171.7
2025-01-29,m3,deli,3294.76,1486.96,580.58
2025-01-29,m3,bakery,2314.27,1164.98,366.31
2025-01-29,m3,grocery,14474.64,3129.11,882.42
2025-01-29,m3,dairy,4513.13,1106.18,221.68
2025-01-29,m3,frozen,2995.49,790.88,150.68
2025-01-29,m3,floral,752.64,352.59,103.43
2025-01-29,m3,hba,2373.72,898.35,164.58
2025-01-29,m4,produce,3179.63,1143.53,370.86
2025-01-29,m4,meat,2794.18,767.19,307.35
2025-01-29,m4,seafood,898.63,275.24,107.98
2025-01-29,m4,deli,2100.2,961.27,371.99
2025-01-29,m4,bakery,1421.51,713.65,225.59
2025-01-29,m4,grocery,8979.64,1923.37,552.3
2025-01-29,m4,dairy,2776.12,671.46,138.25
2025-01-29,m4,frozen,1852.5,496.0,93.07
2025-01-29,m4,floral,491.25,232.37,66.13
2025-01-29,m4,hba,1427.87,554.55,103.65
2025-01-29,m5,produce,4338.97,1525.56,526.89
2025-01-29,m5,meat,3559.87,1013.53,387.05
2025-01-29,m5,seafood,1182.11,354.37,144.54
2025-01-29,m5,deli,2897.43,1294.54,512.63
2025-01-29,m5,bakery,1942.53,950.57,302.54
2025-01-29,m5,grocery,12326.77,2685.43,747.37
2025-01-29,m5,dairy,3803.51,931.95,183.65
2025-01-29,m5,frozen,2469.97,656.02,121.69
2025-01-29,m5,floral,625.76,296.17,88.62
2025-01-29,m5,hba,1968.04,745.38,141.76
2025-01-29,m6,produce,4876.9,1715.82,607.02
2025-01-29,m6,meat,4031.97,1107.54,426.6
2025-01-29,m6,seafood,1313.55,397.9,163.18
2025-01-29,m6,deli,3144.18,1379.23,550.87
2025-01-29,m6,bakery,2034.97,990.86,335.46
2025-01-29,m6,grocery,13281.62,2838.92,790.33
2025-01-29,m6,dairy,4284.59,1002.59,210.16
2025-01-29,m6,frozen,2728.06,743.42,140.61
2025-01-29,m6,floral,692.9,327.55,95.33
2025-01-29,m6,hba,2254.28,837.67,162.07
2025-01-30,m1,produce,4895.02,1730.07,604.34
2025-01-30,m1,meat,4566.7,1276.85,521.43
2025-01-30,m1,seafood,1596.54,472.42,190.74
2025-01-30,m1,deli,3329.5,1516.04,583.83
2025-01-30,m1,bakery,2223.14,1120.31,359.57
2025-01-30,m1,grocery,12668.74,2791.05,768.61
2025-01-30,m1,dairy,3899.55,927.31,195.6
2025-01-30,m1,frozen,3003.99,808.25,148.59
2025-01-30,m1,floral,835.64,396.38,112.31
2025-01-30,m1,hba,2186.98,848.4,151.18
2025-01-30,m2,produce,4353.17,1478.66,540.02
2025-01-30,m2,meat,4127.34,1154.06,436.18
2025-01-30,m2,seafood,1342.17,397.65,157.6
2025-01-30,m2,deli,2569.94,1147.71,459.32
2025-01-30,m2,bakery,1882.74,935.43,293.12
2025-01-30,m2,grocery,10953.68,2393.86,650.83
2025-01-30,m2,dairy,3298.85,788.03,161.51
2025-01-30,m2,frozen,2543.44,703.62,130.3
2025-01-30,m2,floral,741.21,351.18,105.79
2025-01-30,m2,hba,1857.75,702.26,133.72
2025-01-30,m3,produce,5720.16,1976.78,693.94
2025-01-30,m3,meat,5408.07,1493.56,600.73
2025-01-30,m3,seafood,1771.51,516.13,204.92
2025-01-30,m3,deli,3669.99,1620.38,639.58
2025-01-30,m3,bakery,2473.47,1252.7,402.95
2025-01-30,m3,grocery,14089.63,3034.75,844.94
2025-01-30,m3,dairy,4499.23,1067.61,230.35
2025-01-30,m3,frozen,3519.37,948.16,180.07
2025-01-30,m3,floral,967.92,474.18,140.4
2025-01-30,m3,hba,2329.89,900.0,157.5
2025-01-30,m4,produce,3585.31,1231.68,441.99
2025-01-30,m4,meat,3356.78,958.41,358.08
2025-01-30,m4,seafood,1142.91,337.71,140.12
2025-01-30,m4,deli,2213.42,1010.24,383.55
2025-01-30,m4,bakery,1535.13,780.04,246.04
2025-01-30,m4,grocery,9236.56,2028.73,562.24
2025-01-30,m4,dairy,2730.37,648.33,137.93
2025-01-30,m4,frozen,1947.19,539.54,97.52
2025-01-30,m4,floral,584.56,282.92,79.87
2025-01-30,m4,hba,1541.59,598.59,105.48
2025-01-30,m5,produce,4691.44,1655.1,555.07
2025-01-30,m5,meat,4268.67,1179.17,455.27
2025-01-30,m5,seafood,1554.26,452.54,179.68
2025-01-30,m5,deli,3106.81,1395.99,563.53
2025-01-30,m5,bakery,2064.68,1006.91,321.3
2025-01-30,m5,grocery,11470.15,2541.4,711.93
2025-01-30,m5,dairy,3964.14,958.54,191.23
2025-01-30,m5,frozen,2809.44,767.71,143.75
2025-01-30,m5,floral,782.96,369.79,113.84
2025-01-30,m5,hba,2072.23,799.58,148.6
2025-01-30,m6,produce,5361.01,1841.79,653.06
2025-01-30,m6,meat,4811.13,1317.59,546.1
2025-01-30,m6,seafood,1667.14,498.27,196.77
2025-01-30,m6,deli,3404.98,1503.72,597.53
2025-01-30,m6,bakery,2276.53,1154.14,357.7
2025-01-30,m6,grocery,13655.57,3078.93,822.91
2025-01-30,m6,dairy,3994.03,938.73,196.44
2025-01-30,m6,frozen,2988.48,800.46,143.46
2025-01-30,m6,floral,911.42,434.31,124.39
2025-01-30,m6,hba,2118.98,822.45,151.6
2025-01-31,m1,produce,6670.69,2365.7,810.62
2025-01-31,m1,meat,6999.08,1946.51,771.38
2025-01-31,m1,seafood,2445.69,735.97,296.14
2025-01-31,m1,deli,3844.63,1744.71,670.47
2025-01-31,m1,bakery,2758.46,1343.37,453.19
2025-01-31,m1,grocery,13987.09,3146.12,819.22
2025-01-31,m1,dairy,4580.08,1072.76,230.3
2025-01-31,m1,frozen,3708.55,1010.8,185.81
2025-01-31,m1,floral,1122.99,531.14,155.54
2025-01-31,m1,hba,2472.21,915.25,179.01
2025-01-31,m2,produce,5652.59,1977.39,699.46
2025-01-31,m2,meat,5677.21,1618.33,602.55
2025-01-31,m2,seafood,2091.41,643.92,249.28
2025-01-31,m2,deli,3283.39,1496.0,606.31
2025-01-31,m2,bakery,2284.48,1110.76,352.95
2025-01-31,m2,grocery,12104.01,2733.92,753.0
2025-01-31,m2,dairy,3741.7,910.14,187.56
2025-01-31,m2,frozen,2955.0,799.1,144.78
2025-01-31,m2,floral,947.43,446.01,135.28
2025-01-31,m2,hba,2061.71,764.91,145.92
2025-01-31,m3,produce,7765.17,2711.08,944.14
2025-01-31,m3,meat,8324.65,2284.3,892.3
2025-01-31,m3,seafood,2785.54,827.51,325.12
2025-01-31,m3,deli,4725.52,2119.21,840.55
2025-01-31,m3,bakery,3106.38,1598.99,490.05
2025-01-31,m3,grocery,16489.29,3685.15,983.86
2025-01-31,m3,dairy,5393.95,1302.97,271.06
2025-01-31,m3,frozen,4008.04,1099.42,207.23
2025-01-31,m3,floral,1234.82,609.13,172.15
2025-01-31,m3,hba,2784.28,1072.39,202.43
2025-01-31,m4,produce,4840.64,1696.01,603.81
2025-01-31,m4,meat,4783.64,1323.37,514.49
2025-01-31,m4,seafood,1773.32,516.73,218.28
2025-01-31,m4,deli,2791.82,1239.43,504.69
2025-01-31,m4,bakery,1937.3,993.41,301.41
2025-01-31,m4,grocery,9697.38,2114.95,565.01
2025-01-31,m4,dairy,3168.08,764.09,155.02
2025-01-31,m4,frozen,2589.65,682.08,128.44
2025-01-31,m4,floral,802.78,390.75,114.4
2025-01-31,m4,hba,1762.56,656.63,126.59
2025-01-31,m5,produce,6630.5,2331.29,821.61
2025-01-31,m5,meat,6686.4,1849.77,749.08
2025-01-31,m5,seafood,2341.7,684.74,271.02
2025-01-31,m5,deli,3819.09,1702.91,704.88
2025-01-31,m5,bakery,2592.65,1324.93,427.09
2025-01-31,m5,grocery,13421.5,2979.8,811.88
2025-01-31,m5,dairy,4144.56,1011.25,205.28
2025-01-31,m5,frozen,3341.96,877.49,167.63
2025-01-31,m5,floral,1009.14,484.46,138.12
2025-01-31,m5,hba,2219.52,855.14,154.03
2025-01-31,m6,produce,7152.97,2517.83,858.68
2025-01-31,m6,meat,7117.07,1967.64,776.26
2025-01-31,m6,seafood,2474.13,723.65,298.59
2025-01-31,m6,deli,3924.54,1755.36,682.97
2025-01-31,m6,bakery,2890.2,1468.84,448.76
2025-01-31,m6,grocery,14694.22,3244.23,880.8
2025-01-31,m6,dairy,4889.45,1152.07,246.74
2025-01-31,m6,frozen,3856.07,1025.29,186.2
2025-01-31,m6,floral,1187.86,564.13,171.94
2025-01-31,m6,hba,2463.19,945.66,171.37
2025-02-01,m1,produce,9275.34,3211.45,1121.4
2025-02-01,m1,meat,8853.6,2449.98,1011.89
2025-02-01,m1,seafood,3093.4,955.31,369.49
2025-02-01,m1,deli,4719.29,2065.69,871.09
2025-02-01,m1,bakery,3915.16,1942.76,639.34
2025-02-01,m1,grocery,18044.66,3877.5,1044.1
2025-02-01,m1,dairy,5751.25,1415.64,296.05
2025-02-01,m1,frozen,4628.44,1213.22,235.01
2025-02-01,m1,floral,1293.16,618.86,174.13
2025-02-01,m1,hba,2850.12,1085.52,194.78
2025-02-01,m2,produce,8024.1,2767.77,961.58
2025-02-01,m2,meat,8083.19,2214.59,903.29
2025-02-01,m2,seafood,2474.0,745.9,300.76
2025-02-01,m2,deli,3968.84,1750.65,702.05
2025-02-01,m2,bakery,3530.14,1777.56,544.63
2025-02-01,m2,grocery,15044.61,3212.18,894.64
2025-02-01,m2,dairy,4571.53,1120.35,231.5
2025-02-01,m2,frozen,3951.0,1035.99,203.36
2025-02-01,m2,floral,1160.73,548.16,160.95
2025-02-01,m2,hba,2614.14,969.51,180.29
2025-02-01,m3,produce,11228.19,3937.31,1313.58
2025-02-01,m3,meat,10690.98,2985.93,1216.12
2025-02-01,m3,seafood,3348.27,989.26,402.74
2025-02-01,m3,deli,5532.82,2473.85,968.58
2025-02-01,m3,bakery,4570.71,2265.05,738.64
2025-02-01,m3,grocery,19515.52,4416.61,1171.05
2025-02-01,m3,dairy,6527.19,1578.35,336.25
2025-02-01,m3,frozen,5358.94,1474.25,257.86
2025-02-01,m3,floral,1555.78,736.92,211.74
2025-02-01,m3,hba,3509.96,1346.34,237.59
2025-02-01,m4,produce,6515.09,2343.3,788.84
2025-02-01,m4,meat,6588.81,1814.69,709.71
2025-02-01,m4,seafood,2066.17,637.35,256.07
2025-02-01,m4,deli,3366.34,1518.69,591.73
2025-02-01,m4,bakery,2723.34,1365.05,446.2
2025-02-01,m4,grocery,12643.25,2749.64,771.04
2025-02-01,m4,dairy,3862.08,906.61,200.76
2025-02-01,m4,frozen,3288.77,869.06,170.13
2025-02-01,m4,floral,981.11,465.77,137.98
2025-02-01,m4,hba,2147.06,797.2,148.1
2025-02-01,m5,produce,9286.97,3294.73,1138.1
2025-02-01,m5,meat,9166.8,2553.47,1001.19
2025-02-01,m5,seafood,2888.41,889.08,357.54
2025-02-01,m5,deli,4849.32,2152.58,892.37
2025-02-01,m5,bakery,3683.77,1807.05,601.78
2025-02-01,m5,grocery,16743.74,3632.09,1010.01
2025-02-01,m5,dairy,5088.24,1201.55,258.23
2025-02-01,m5,frozen,4200.66,1146.98,209.64
2025-02-01,m5,floral,1278.48,617.53,182.02
2025-02-01,m5,hba,2753.62,1068.48,192.62
2025-02-01,m6,produce,9530.65,3274.34,1100.88
2025-02-01,m6,meat,10018.9,2723.66,1081.79
2025-02-01,m6,seafood,3182.83,968.74,396.86
2025-02-01,m6,deli,5269.63,2309.6,980.94
2025-02-01,m6,bakery,4444.01,2270.95,710.47
2025-02-01,m6,grocery,17980.83,3945.71,1057.0
2025-02-01,m6,dairy,5724.38,1336.08,291.61
2025-02-01,m6,frozen,4652.77,1242.15,234.71
2025-02-01,m6,floral,1446.99,698.46,202.99
2025-02-01,m6,hba,3198.15,1236.22,224.24
2025-02-02,m1,produce,7668.52,2736.64,886.54
2025-02-02,m1,meat,6911.08,1937.27,753.87
2025-02-02,m1,seafood,2003.05,603.0,240.68
2025-02-02,m1,deli,3965.2,1736.09,701.81
2025-02-02,m1,bakery,3450.42,1704.98,566.54
2025-02-02,m1,grocery,15433.27,3379.52,934.38
2025-02-02,m1,dairy,4674.64,1123.05,227.04
2025-02-02,m1,frozen,3706.25,997.79,188.61
2025-02-02,m1,floral,940.66,459.07,136.31
2025-02-02,m1,hba,2660.55,988.89,184.95
